0.61237,0.35355,0.35355,0.61237,12.5,47.5,1.5,0
0.6131,0.35274,0.35325,0.61229,12.8,47.5,1.635,0.05
0.61279,0.3548,0.35451,0.61067,13.053,47.512,1.3795,0.1
0.61527,0.3459,0.35106,0.61526,13.287,47.474,2.4838,0.15
0.61675,0.34857,0.34897,0.61346,13.556,47.478,2.3746,0.2
0.61502,0.35003,0.35285,0.61215,13.798,47.498,2.0652,0.25
0.61763,0.35284,0.34889,0.61017,14.073,47.495,2.0353,0.3
0.61647,0.35003,0.35177,0.61132,14.306,47.497,2.1969,0.35
0.61709,0.34867,0.35143,0.61165,14.552,47.492,2.3851,0.4
0.61595,0.34681,0.35396,0.6124,14.785,47.497,2.4513,0.45
0.61774,0.3462,0.35203,0.61206,15.04,47.487,2.6622,0.5
0.61816,0.34582,0.35198,0.61187,15.288,47.488,2.7099,0.55
0.61953,0.34524,0.35069,0.61156,15.541,47.483,2.8383,0.6
0.6204,0.34465,0.35023,0.61128,15.79,47.476,2.9822,0.65
0.62095,0.34404,0.34962,0.61141,16.037,47.473,3.0844,0.7
0.62148,0.34331,0.3495,0.61135,16.283,47.47,3.1793,0.75
0.62212,0.34261,0.34923,0.61125,16.528,47.467,3.2803,0.8
0.62237,0.34201,0.34929,0.61129,16.772,47.464,3.372,0.85
0.62304,0.34154,0.34899,0.61104,17.017,47.459,3.4811,0.9
0.62368,0.3406,0.34893,0.61095,17.261,47.454,3.5869,0.95
0.62434,0.34024,0.34833,0.61083,17.504,47.45,3.6758,1
0.62503,0.33925,0.34816,0.61077,17.746,47.443,3.7949,1.05
0.62561,0.33867,0.34774,0.61072,17.987,47.438,3.8913,1.1
0.62616,0.33766,0.34757,0.61082,18.226,47.432,3.9942,1.15
0.62674,0.33698,0.34741,0.6107,18.465,47.426,4.0979,1.2
0.62718,0.33694,0.34716,0.61041,18.704,47.422,4.1764,1.25
0.62777,0.33612,0.34692,0.61039,18.941,47.416,4.2664,1.3
0.6287,0.33546,0.34685,0.60984,19.177,47.41,4.3556,1.35
0.62903,0.33488,0.34679,0.60985,19.413,47.404,4.4389,1.4
0.6295,0.33436,0.34659,0.60976,19.647,47.397,4.5307,1.45
0.62995,0.33375,0.34619,0.60985,19.881,47.39,4.6167,1.5
0.63064,0.33294,0.34587,0.60977,20.113,47.382,4.7098,1.55
0.63139,0.33203,0.34547,0.60972,20.345,47.374,4.7979,1.6
0.63204,0.33124,0.3452,0.60962,20.574,47.366,4.8835,1.65
0.63271,0.33055,0.34516,0.60933,20.802,47.357,4.97,1.7
0.63317,0.32978,0.3448,0.60947,21.029,47.348,5.0543,1.75
0.63376,0.32926,0.34465,0.60923,21.255,47.34,5.1323,1.8
0.63433,0.3283,0.34441,0.60929,21.48,47.332,5.2039,1.85
0.63503,0.32749,0.34408,0.60917,21.703,47.322,5.2822,1.9
0.63548,0.32694,0.34389,0.60911,21.924,47.313,5.3545,1.95
0.63584,0.32628,0.34369,0.6092,22.145,47.303,5.4243,2
0.63658,0.32578,0.34319,0.60897,22.363,47.293,5.4978,2.05
0.63721,0.32499,0.34292,0.60889,22.58,47.282,5.5685,2.1
0.63774,0.32404,0.34271,0.60897,22.795,47.271,5.6359,2.15
0.63838,0.3233,0.34233,0.6089,23.009,47.261,5.6969,2.2
0.63874,0.3231,0.34203,0.6088,23.221,47.25,5.7594,2.25
0.63932,0.32233,0.34215,0.60854,23.432,47.239,5.8155,2.3
0.64,0.32168,0.3416,0.60847,23.641,47.227,5.8726,2.35
0.64039,0.32082,0.34139,0.60864,23.848,47.215,5.9282,2.4
0.64102,0.32026,0.34091,0.60853,24.054,47.204,5.9779,2.45
0.64152,0.31957,0.34067,0.60849,24.258,47.191,6.0294,2.5
0.64232,0.3188,0.34024,0.6083,24.459,47.179,6.0778,2.55
0.64276,0.3183,0.34021,0.60811,24.66,47.166,6.1219,2.6
0.6434,0.31744,0.34008,0.60796,24.858,47.153,6.1664,2.65
0.64395,0.31672,0.33981,0.6079,25.054,47.14,6.2065,2.7
0.64449,0.31614,0.33943,0.60784,25.248,47.127,6.2429,2.75
0.64505,0.31555,0.33925,0.60765,25.44,47.112,6.2835,2.8
0.64553,0.31467,0.3393,0.60758,25.63,47.099,6.3159,2.85
0.64615,0.31386,0.33909,0.60745,25.818,47.084,6.3473,2.9
0.64692,0.31309,0.33849,0.60737,26.004,47.07,6.3757,2.95
0.64761,0.31265,0.33815,0.60705,26.188,47.055,6.4006,3
0.6481,0.3117,0.33788,0.60716,26.37,47.04,6.425,3.05
0.64854,0.31122,0.33776,0.60701,26.55,47.025,6.4462,3.1
0.64911,0.31039,0.33782,0.60679,26.727,47.011,6.4623,3.15
0.64944,0.30968,0.33743,0.60701,26.903,46.995,6.4786,3.2
0.6498,0.30922,0.33723,0.60698,27.076,46.98,6.4902,3.25
0.65055,0.30843,0.337,0.6067,27.246,46.964,6.5029,3.3
0.65108,0.30748,0.33682,0.60671,27.414,46.947,6.5142,3.35
0.65153,0.30691,0.33635,0.60678,27.581,46.93,6.5206,3.4
0.65238,0.30585,0.33583,0.60668,27.744,46.913,6.5243,3.45
0.65271,0.30523,0.33587,0.60662,27.906,46.896,6.5239,3.5
0.65329,0.30434,0.33563,0.60659,28.065,46.879,6.5224,3.55
0.65396,0.30408,0.33529,0.60617,28.222,46.862,6.5176,3.6
0.65453,0.30351,0.33504,0.60599,28.376,46.844,6.5096,3.65
0.65531,0.30259,0.3345,0.6059,28.528,46.826,6.5008,3.7
0.65585,0.30176,0.33427,0.60587,28.677,46.808,6.4888,3.75
0.65628,0.30096,0.33413,0.60588,28.824,46.79,6.4729,3.8
0.65672,0.30057,0.33387,0.60572,28.968,46.772,6.4559,3.85
0.65736,0.29992,0.33358,0.60552,29.11,46.753,6.4361,3.9
0.65793,0.29932,0.33323,0.60539,29.249,46.734,6.414,3.95
0.65861,0.29826,0.33292,0.60534,29.385,46.715,6.3897,4
0.65906,0.2975,0.33259,0.6054,29.52,46.695,6.3613,4.05
0.65961,0.29688,0.33249,0.60517,29.651,46.676,6.3311,4.1
0.66027,0.29632,0.33225,0.60486,29.779,46.657,6.2994,4.15
0.66087,0.29561,0.33231,0.60451,29.904,46.636,6.2657,4.2
0.66125,0.29502,0.33201,0.60455,30.027,46.616,6.2293,4.25
0.66187,0.29414,0.33177,0.60443,30.148,46.596,6.1896,4.3
0.66224,0.29324,0.33164,0.60453,30.265,46.575,6.1486,4.35
0.66286,0.29261,0.331,0.60451,30.38,46.554,6.1048,4.4
0.66356,0.29214,0.33089,0.60404,30.492,46.533,6.0587,4.45
0.66384,0.29176,0.33041,0.60417,30.601,46.511,6.0107,4.5
0.66456,0.29076,0.33013,0.60402,30.708,46.49,5.9602,4.55
0.66529,0.28988,0.32981,0.60381,30.811,46.468,5.9072,4.6
0.66575,0.28903,0.32976,0.60373,30.912,46.445,5.853,4.65
0.66639,0.28844,0.32914,0.60365,31.01,46.423,5.7961,4.7
0.6667,0.28791,0.3291,0.60358,31.105,46.4,5.7365,4.75
0.66713,0.2872,0.32903,0.60349,31.197,46.377,5.6751,4.8
0.66785,0.28647,0.32869,0.60322,31.286,46.354,5.6122,4.85
0.66835,0.28567,0.32849,0.60315,31.372,46.33,5.5468,4.9
0.66888,0.28501,0.3281,0.60309,31.455,46.306,5.4804,4.95
0.66943,0.2844,0.32773,0.60297,31.535,46.282,5.411,5
0.66982,0.28378,0.32754,0.60293,31.612,46.259,5.3392,5.05
0.67027,0.28276,0.32722,0.60308,31.687,46.234,5.265,5.1
0.67082,0.28207,0.3272,0.6028,31.758,46.21,5.19,5.15
0.67128,0.28142,0.32714,0.60263,31.826,46.185,5.1127,5.2
0.67208,0.28075,0.32662,0.60233,31.892,46.16,5.0337,5.25
0.67276,0.2798,0.3263,0.60219,31.954,46.135,4.9521,5.3
0.67318,0.27932,0.32599,0.60211,32.013,46.11,4.8697,5.35
0.67392,0.27857,0.32574,0.60177,32.069,46.085,4.7849,5.4
0.67428,0.27795,0.32551,0.60177,32.123,46.059,4.6986,5.45
0.67486,0.27687,0.32525,0.60177,32.173,46.033,4.6102,5.5
0.67532,0.27642,0.32492,0.60163,32.22,46.007,4.521,5.55
0.67597,0.27581,0.32467,0.60132,32.264,45.981,4.4307,5.6
0.67628,0.27515,0.32442,0.6014,32.305,45.954,4.338,5.65
